event_id,client_id,pro_id,event_type,date
E00291,CNT062,PRO0186,expansion,8/11/15
E00292,CNT063,PRO0188,start,8/25/21
E00293,CNT063,PRO0188,expansion,12/25/22
E00294,CNT063,PRO0188,expansion,3/23/23
E00295,CNT063,PRO0188,expansion,9/23/23
E00296,CNT064,PRO0192,start,12/30/12
E00297,CNT064,PRO0192,expansion,2/28/13
E00298,CNT064,PRO0192,cancel,10/28/13
E00299,CNT065,PRO0194,start,5/27/13
E00300,CNT065,PRO0194,expansion,2/27/15
E00301,CNT065,PRO0194,expansion,1/27/16
E00302,CNT065,PRO0194,cancel,3/27/17
E00303,CNT065,PRO0195,start,4/5/13
E00304,CNT065,PRO0195,expansion,8/5/15
E00305,CNT065,PRO0195,expansion,8/5/17
E00306,CNT066,PRO0196,start,10/7/18
E00307,CNT066,PRO0197,start,4/5/12
E00308,CNT066,PRO0197,expansion,6/5/12
E00309,CNT066,PRO0197,expansion,12/5/12
E00310,CNT066,PRO0197,cancel,1/5/15
E00311,CNT067,PRO0199,start,11/22/22
E00312,CNT067,PRO0200,start,9/25/15
E00313,CNT067,PRO0200,expansion,10/25/15
E00314,CNT067,PRO0200,expansion,2/25/18
E00315,CNT067,PRO0200,cancel,1/25/19
E00316,CNT068,PRO0203,start,9/25/21
E00317,CNT068,PRO0203,expansion,7/25/22
E00318,CNT068,PRO0203,expansion,5/23/23
E00319,CNT069,PRO0206,start,4/17/22
E00320,CNT069,PRO0206,expansion,10/17/23
E00321,CNT070,PRO0208,start,9/3/21
E00322,CNT070,PRO0209,start,9/4/14
E00323,CNT070,PRO0209,expansion,3/4/16
E00324,CNT070,PRO0209,expansion,7/4/18
E00325,CNT070,PRO0209,expansion,1/4/21
E00326,CNT070,PRO0209,cancel,10/4/22
E00327,CNT070,PRO0210,start,9/2/15
E00328,CNT070,PRO0210,expansion,10/2/15
E00329,CNT070,PRO0210,expansion,10/2/17
E00330,CNT070,PRO0210,cancel,12/2/19
E00331,CNT071,PRO0212,start,4/25/12
E00332,CNT071,PRO0212,expansion,8/25/13
E00333,CNT071,PRO0212,cancel,8/25/14
E00334,CNT071,PRO0213,start,4/30/23
E00335,CNT071,PRO0213,expansion,8/23/23
E00336,CNT072,PRO0215,start,12/8/19
E00337,CNT072,PRO0215,expansion,10/8/20
E00338,CNT072,PRO0215,expansion,11/8/21
E00339,CNT072,PRO0215,expansion,12/8/22
E00340,CNT073,PRO0218,expansion,1/22/23
E00341,CNT073,PRO0218,expansion,7/22/23
E00342,CNT073,PRO0218,start,10/22/23
E00343,CNT073,PRO0219,start,5/2/23
E00344,CNT073,PRO0219,expansion,7/2/23
E00345,CNT073,PRO0219,expansion,11/2/23
E00346,CNT073,PRO0219,expansion,11/2/23
E00347,CNT074,PRO0220,start,8/23/12
E00348,CNT074,PRO0221,start,11/17/16
E00349,CNT074,PRO0221,expansion,10/17/18
E00350,CNT074,PRO0221,cancel,8/17/21
E00351,CNT074,PRO0222,start,4/10/20
E00352,CNT074,PRO0222,expansion,2/10/22
E00353,CNT075,PRO0223,start,8/26/19
E00354,CNT075,PRO0224,start,4/24/17
E00355,CNT075,PRO0224,expansion,2/24/18
E00356,CNT075,PRO0224,cancel,8/24/19
E00357,CNT075,PRO0225,start,2/24/14
E00358,CNT075,PRO0225,expansion,6/24/14
E00359,CNT075,PRO0225,cancel,4/24/17
E00360,CNT076,PRO0227,start,1/9/17
E00361,CNT076,PRO0227,expansion,4/9/17
E00362,CNT076,PRO0227,expansion,1/9/18
E00363,CNT076,PRO0227,expansion,10/9/20
E00364,CNT076,PRO0227,cancel,7/9/22
E00365,CNT077,PRO0230,start,8/30/19
E00366,CNT077,PRO0230,expansion,1/30/21
E00367,CNT077,PRO0230,expansion,6/30/21
E00368,CNT077,PRO0230,cancel,10/30/23
E00369,CNT077,PRO0231,start,6/20/19
E00370,CNT077,PRO0231,expansion,3/20/21
E00371,CNT077,PRO0231,cancel,10/20/21
E00372,CNT078,PRO0234,start,12/10/18
E00373,CNT078,PRO0234,expansion,2/10/19
E00374,CNT078,PRO0234,expansion,3/10/21
E00375,CNT079,PRO0237,start,7/21/16
E00376,CNT079,PRO0237,expansion,11/21/16
E00377,CNT079,PRO0237,expansion,8/21/19
E00378,CNT080,PRO0238,start,1/5/17
E00379,CNT080,PRO0239,start,9/3/18
E00380,CNT080,PRO0239,expansion,11/3/18
E00381,CNT080,PRO0239,expansion,5/3/20
E00382,CNT080,PRO0239,cancel,4/3/23
E00383,CNT081,PRO0242,start,10/1/16
E00384,CNT081,PRO0242,expansion,3/1/18
E00385,CNT081,PRO0242,cancel,5/1/19
E00386,CNT082,PRO0244,start,3/23/23
E00387,CNT082,PRO0245,start,6/1/13
E00388,CNT082,PRO0245,expansion,11/1/13
E00389,CNT082,PRO0245,expansion,11/1/15
E00390,CNT082,PRO0245,cancel,12/1/16
E00391,CNT083,PRO0247,start,12/9/18
E00392,CNT083,PRO0248,start,6/11/21
E00393,CNT083,PRO0248,expansion,11/11/22
E00394,CNT083,PRO0248,expansion,12/11/23
E00395,CNT083,PRO0249,start,10/23/22
E00396,CNT083,PRO0249,expansion,2/23/23
E00397,CNT083,PRO0249,expansion,4/23/23
E00398,CNT084,PRO0252,expansion,1/6/23
E00399,CNT084,PRO0252,expansion,1/6/23
E00400,CNT084,PRO0252,start,4/6/23
E00401,CNT084,PRO0252,expansion,4/6/23
E00402,CNT085,PRO0254,start,11/12/18
E00403,CNT085,PRO0254,expansion,2/12/20
E00404,CNT085,PRO0254,expansion,12/12/21
E00405,CNT085,PRO0254,expansion,7/12/23
E00406,CNT086,PRO0257,start,7/22/18
E00407,CNT086,PRO0257,expansion,9/22/18
E00408,CNT086,PRO0257,cancel,3/22/20
E00409,CNT087,PRO0260,start,2/21/17
E00410,CNT087,PRO0260,expansion,5/21/19
E00411,CNT087,PRO0260,expansion,10/21/19
E00412,CNT087,PRO0260,cancel,8/21/21
E00413,CNT088,PRO0263,start,1/7/19
E00414,CNT088,PRO0263,expansion,6/7/19
E00415,CNT088,PRO0263,expansion,5/7/22
E00416,CNT088,PRO0264,start,11/24/15
E00417,CNT088,PRO0264,expansion,9/24/17
E00418,CNT088,PRO0264,cancel,11/24/18
E00419,CNT089,PRO0265,start,7/11/14
E00420,CNT089,PRO0266,start,9/18/14
E00421,CNT089,PRO0266,expansion,8/18/15
E00422,CNT089,PRO0266,cancel,5/18/16
E00423,CNT090,PRO0269,start,1/11/23
E00424,CNT090,PRO0269,expansion,10/11/23
E00425,CNT090,PRO0270,start,8/14/15
E00426,CNT090,PRO0270,expansion,4/14/16
E00427,CNT090,PRO0270,cancel,9/14/16
E00428,CNT091,PRO0272,start,1/6/22
E00429,CNT091,PRO0272,expansion,11/6/22
E00430,CNT091,PRO0272,cancel,5/6/23
E00431,CNT091,PRO0273,start,6/25/16
E00432,CNT091,PRO0273,expansion,12/25/17
E00433,CNT091,PRO0273,cancel,12/25/18
E00434,CNT092,PRO0275,start,12/12/14
E00435,CNT092,PRO0275,expansion,3/12/16
E00436,CNT092,PRO0276,start,2/15/20
E00437,CNT092,PRO0276,expansion,9/15/20
E00438,CNT092,PRO0276,expansion,6/15/22
E00439,CNT092,PRO0276,expansion,4/15/23
E00440,CNT093,PRO0277,start,7/3/16
E00441,CNT093,PRO0278,start,7/3/15
E00442,CNT093,PRO0278,expansion,3/3/17
E00443,CNT093,PRO0278,cancel,7/3/18
E00444,CNT093,PRO0279,start,7/8/16
E00445,CNT093,PRO0279,expansion,4/8/18
E00446,CNT093,PRO0279,expansion,11/8/19
E00447,CNT094,PRO0282,start,7/14/16
E00448,CNT094,PRO0282,expansion,1/14/18
E00449,CNT094,PRO0282,expansion,5/14/18
E00450,CNT094,PRO0282,cancel,7/14/20
E00451,CNT095,PRO0283,start,11/16/16
E00452,CNT095,PRO0284,start,12/9/20
E00453,CNT095,PRO0284,expansion,6/9/22
E00454,CNT095,PRO0285,start,12/2/22
E00455,CNT095,PRO0285,expansion,11/2/23
E00456,CNT095,PRO0285,expansion,12/2/23
E00457,CNT096,PRO0287,start,3/21/15
E00458,CNT096,PRO0287,expansion,6/21/16
E00459,CNT096,PRO0287,expansion,9/21/16
E00460,CNT096,PRO0287,expansion,5/21/17
E00461,CNT096,PRO0287,cancel,4/21/18
E00462,CNT097,PRO0290,start,3/5/14
E00463,CNT097,PRO0290,expansion,1/5/16
E00464,CNT097,PRO0290,expansion,4/5/17
E00465,CNT097,PRO0290,cancel,8/5/18
E00466,CNT097,PRO0291,start,11/12/14
E00467,CNT097,PRO0291,expansion,8/12/15
E00468,CNT097,PRO0291,cancel,7/12/17
E00469,CNT098,PRO0292,start,2/21/22
E00470,CNT098,PRO0293,start,11/2/20
E00471,CNT098,PRO0293,expansion,11/2/21
E00472,CNT098,PRO0293,cancel,12/2/23
E00473,CNT098,PRO0294,start,1/21/13
E00474,CNT098,PRO0294,expansion,3/21/14
E00475,CNT098,PRO0294,cancel,9/21/16
E00476,CNT099,PRO0297,start,2/2/13
E00477,CNT099,PRO0297,expansion,9/2/14
E00478,CNT099,PRO0297,expansion,8/2/17
E00479,CNT099,PRO0297,expansion,10/2/18
E00480,CNT099,PRO0297,expansion,6/2/20
E00481,CNT100,PRO0298,start,5/18/18
E00482,CNT100,PRO0299,start,5/15/19
E00483,CNT100,PRO0299,expansion,6/15/20
E00484,CNT100,PRO0299,cancel,1/15/22
E00485,CNT100,PRO0300,start,11/30/15
E00486,CNT100,PRO0300,expansion,6/30/16
E00487,CNT100,PRO0300,expansion,12/30/18
E00488,CNT100,PRO0300,cancel,10/30/20
E00489,CNT101,PRO0302,start,4/29/21
E00490,CNT101,PRO0302,expansion,6/29/22
E00491,CNT101,PRO0303,start,3/23/16
E00492,CNT101,PRO0303,expansion,7/23/17
E00493,CNT101,PRO0303,expansion,11/23/19
E00494,CNT101,PRO0303,cancel,1/23/21
E00495,CNT102,PRO0305,start,10/31/20
E00496,CNT102,PRO0305,expansion,5/31/21
E00497,CNT102,PRO0305,expansion,11/30/22
E00498,CNT102,PRO0305,expansion,2/23/23
E00499,CNT103,PRO0308,start,10/15/21
E00500,CNT103,PRO0308,expansion,9/15/22
E00501,CNT103,PRO0308,expansion,8/15/23
E00502,CNT104,PRO0312,start,10/7/19
E00503,CNT104,PRO0312,expansion,2/7/21
E00504,CNT104,PRO0312,expansion,6/7/22
E00505,CNT104,PRO0312,expansion,6/7/23
E00506,CNT105,PRO0314,expansion,3/6/23
E00507,CNT105,PRO0314,start,8/6/23
E00508,CNT105,PRO0314,expansion,10/6/23
E00509,CNT105,PRO0315,start,6/21/19
E00510,CNT105,PRO0315,expansion,6/21/20
E00511,CNT105,PRO0315,expansion,10/21/22
E00512,CNT106,PRO0317,start,3/9/16
E00513,CNT106,PRO0317,expansion,6/9/17
E00514,CNT106,PRO0317,expansion,7/9/18
E00515,CNT106,PRO0317,expansion,11/9/19
E00516,CNT107,PRO0319,start,5/27/19
E00517,CNT107,PRO0320,start,11/2/16
E00518,CNT107,PRO0320,expansion,6/2/18
E00519,CNT107,PRO0320,expansion,11/2/20
E00520,CNT107,PRO0320,cancel,2/2/22
E00521,CNT107,PRO0321,start,1/11/17
E00522,CNT107,PRO0321,expansion,12/11/18
E00523,CNT107,PRO0321,expansion,1/11/20
E00524,CNT107,PRO0321,expansion,3/11/21
E00525,CNT108,PRO0322,start,6/11/20
E00526,CNT108,PRO0323,start,10/16/17
E00527,CNT108,PRO0323,expansion,5/16/19
E00528,CNT108,PRO0323,expansion,6/16/20
E00529,CNT109,PRO0325,start,3/3/14
E00530,CNT109,PRO0326,start,2/27/18
E00531,CNT109,PRO0326,expansion,4/27/18
E00532,CNT109,PRO0326,expansion,3/27/19
E00533,CNT109,PRO0326,expansion,12/27/19
E00534,CNT109,PRO0326,cancel,1/27/22
E00535,CNT110,PRO0329,start,12/13/19
E00536,CNT110,PRO0329,expansion,2/13/21
E00537,CNT110,PRO0329,cancel,10/13/21
E00538,CNT111,PRO0331,start,11/12/22
E00539,CNT111,PRO0332,start,4/25/12
E00540,CNT111,PRO0332,expansion,7/25/12
E00541,CNT111,PRO0332,cancel,7/25/14
E00542,CNT112,PRO0335,start,5/25/19
E00543,CNT112,PRO0335,expansion,12/25/19
E00544,CNT112,PRO0335,expansion,11/25/20
E00545,CNT113,PRO0337,start,6/21/12
E00546,CNT113,PRO0338,start,5/13/15
E00547,CNT113,PRO0338,expansion,12/13/16
E00548,CNT113,PRO0338,cancel,11/13/17
E00549,CNT113,PRO0339,start,7/18/22
E00550,CNT113,PRO0339,expansion,10/18/22
E00551,CNT113,PRO0339,expansion,10/18/23
E00552,CNT114,PRO0340,start,12/12/18
E00553,CNT114,PRO0341,start,2/18/21
E00554,CNT114,PRO0341,expansion,5/18/21
E00555,CNT114,PRO0341,expansion,12/18/22
E00556,CNT114,PRO0342,start,4/19/15
E00557,CNT114,PRO0342,expansion,6/19/15
E00558,CNT114,PRO0342,expansion,5/19/16
E00559,CNT115,PRO0344,start,5/18/22
E00560,CNT115,PRO0344,expansion,5/18/23
E00561,CNT115,PRO0344,expansion,10/18/23
E00562,CNT116,PRO0347,start,11/16/16
E00563,CNT116,PRO0347,expansion,1/16/18
E00564,CNT116,PRO0348,start,12/15/14
E00565,CNT116,PRO0348,expansion,3/15/15
E00566,CNT116,PRO0348,expansion,2/15/17
E00567,CNT116,PRO0348,expansion,6/15/17
E00568,CNT117,PRO0349,start,5/14/22
E00569,CNT117,PRO0350,expansion,3/23/23
E00570,CNT117,PRO0350,expansion,3/23/23
E00571,CNT117,PRO0350,start,9/23/23
E00572,CNT118,PRO0352,start,2/8/23
E00573,CNT118,PRO0353,start,2/26/14
E00574,CNT118,PRO0353,expansion,3/26/16
